publishedAt,authorDisplayName,textDisplay,likeCount
2025-02-19T00:03:03Z,@tumbuhbersama6407,Mantap Indonesia surganya koruptor.,0
2025-02-19T13:46:20Z,@comefrets902,@@IisK-np7fs Tenang lur.... iku mung bentuk &#39;protes&#39; atas ketidak adilan para oknum (tapi kok okeh) pejabat &#39;gak resik&#39; dan politisi &#39;anu&#39; demi menutupi kekurangan mereka sendiri. Tenang wae. Ketidak adilan sedang melanda negeri ini. Soale demo nang dalan wes gak direwes poro pejabate,0
2025-02-18T16:05:31Z,@HazerinRain-sz4lj,BAKALIN BUBAR INDO... PAPUA AJA MAU MERDEKA,0
2025-02-18T16:04:02Z,@Suwantogk,"Kalau ada yg bilang sy tdk mau mati sebagai org indonesia. Silahkan kamu2 pergi skg juga gak usah balik lagi, krn mungkin anda pingin bebas atau hanya sekedar mengejar duniawi atau materi? Tapi tdk punya rasa nasionalisme ya lebih baik jgn hidup di indonesia.",0
2025-02-18T16:04:00Z,@Roedjak_Beling,"Udahlah klo mau pegi ya pegi saja gak usah banyak bac*t..pindah kwarganegaraan juga sekalian,itung2 ngurangi populasinwkwk",0
2025-02-18T16:03:00Z,@endangsuhendar8265,BAGUSLAH INDONESIA JUGA GA RUGI LU GA MAU MENGAKU ORANG INDONESIA,0
2025-02-18T16:02:19Z,@yotalaksono6699,Benerannn.. minggat aja yg jauh skalian!!..itung mengurangi jumlah penduduk..indonesia malu punya warga negara pengkhianat..!!!😂😂😂,0
2025-02-18T16:01:50Z,@RAMA3R,Yg mau pergi biarin pergi<br>Gak usah di tahan2 <br>Biar nanti merasa gimana hidup di negara orang...,0
2025-02-18T15:58:01Z,@echaburhani5601,"Mereka hanya korban, suatu saat mereka bakal sadar di Indonesia lah lumbung kekayaan sesungguhnya. Banyak negara yang campuri urusan di Indonesia, biar Indonesia jangan jadi negara maju",0
2025-02-18T15:56:15Z,@cangrohim8611,"Sana pada kabur juga gak apa,apa orang,orang seperti ini yang sangat tidak nasionalis",0
2025-02-18T15:55:54Z,@sebastianwendra8253,"Untunglah para pejuang kemerdekaan kita dulu tidak kabur ... malu dong sama para almarhum pejuang, bila generasi mudanya memilih kabur saat sulit dan balik saat makmur.",0
2025-02-18T15:55:32Z,@bosbroo9379,enak aja kabyr ajq dulu...awas kl balik lagi...orang bule aia pemgen tinggal diindonesia..lha kau malag oemgen jadibpengkhianat,0
2025-02-18T15:53:43Z,@bosbroo9379,awas kl kau balik lagi ke indonesia...para pengkhianat,0
2025-02-18T15:53:30Z,@NanaMorinda,Ya sana kalau pada minggat..keluar negri emang nya apa kontribusimu buat negara,0
2025-02-18T15:52:07Z,@9f09destharamadhanikomaedi4,Aq dilahirkan di Indonesia akan matipun di sini karena aq dilahirkan bukan untuk menjadi pengecut ... Karena nenek moyangku pejuang yang gigih tanpa  takut sedikitpun itu terbukti dengan 350 tahun di bawah tekanan penjajah mereka pendahulu pendiri bangsa Indonesia merasakan pahit getirnya mendirikan bangsa ini dengan darah dan  air mata mereka,0
2025-02-18T15:51:34Z,@BangBey-e2x,Ga balik ya ga usah... <br>Indonesia tumpah darah kita. <br><br>Kabur lu jangan pernah balik lagi,0
2025-02-18T15:51:20Z,@harjunososro2640,Sebagian pada kecewa menjadi WNI . Sebagiaan<br>Orang asing ingin jadi WNI.<br>Itu hal biasa. Tidak istimewa.<br>Kalau exodus sehari 5 juta orang. Itu baru luar biasa.,0
2025-02-18T15:50:27Z,@senggolboskuh,mau apapun masalahnya saya tetap membela negara ini karena saya lahir si negara ini dan hidup dinegara ini jadi intinya saya tidak mau menjadi penghianat karena dosanya terlalu besar,0
2025-02-18T15:50:23Z,@amirrachman2305,Kabur aja ga usah balik lg.NKRI ga butuh pecundang,0
2025-02-18T15:50:01Z,@gunongseribee7735,"apapun bentuk kekecewaanmu terhadap bangsa ini.. berhijrah boleh2 saja, cari penghidupan yg lebih baik itu wajib.. tapi ingat.. inilah negeri ibu pertiwimu yg patut dan wajib kamu perjuangkan keutuhan dan kejayaannya. berjiwa satrialah dgn mencintai negerimu. jadi sebaiknya setelah mapan dirimu.. pulanglah, dgn ilmu dan pengalamanmu, perbaiki keadaan agar menjadi lebih baik. jadilah orang yg berguna bagi bangsamu, negaramu, agamamu, keluargamu dan dirimu sendiri. berikan dan bangunkan kami rakyat dan orang-orang tak berdaya lainnya, situasi dan keadaan yg berkeadilan sosial demi mencapai kesejahteraan.",0
2025-02-18T15:48:17Z,@Jogo844,"Hhh Monggo kabur mas ndak usah balik, Alhamdulillah di daerah saya bersyukur krj ulet dan g bnyk mengeluh mas.mang ada jaminan km kabur dr bngsa ini km akan enak.",0
2025-02-18T15:47:13Z,@paknegedesuryodikro3211,"Uwong kok gelem enake thok,",0
2025-02-18T15:46:47Z,@armenseleksien,"sodara bkn tmn bkn emg gue pikirn,mau kbur gk blk lgi mlh syukur😂😂 biar ngurangin popukasi.",0
2025-02-18T15:45:04Z,@Kikilaco8,Yg mintalu balik siapa...,0
2025-02-18T15:44:55Z,@karmosukarmo2031,Kalau orang ini gak blk keindonesia baguslah,0
2025-02-18T15:43:46Z,@Dodona.s,MINGGAT SAJA SANA..NGAPAIN JUGA KOAR KOAR....GAK PENTING,0
2025-02-18T15:43:22Z,@Aquilotti1900,Jangan hanya karena benci oknum-oknum penguasa yang tidak amanah membuat kita membenci negeri sendiri. Saya yakin rakyat Indonesia sekarang sedang diuji dan Allah tidak akan memberikan ujian melebihi batas kesanggupan hamba-Nya.,0
2025-02-18T15:41:33Z,@datuwkeluke7320,"Tak usah balik juga tdak apa apa, kalau tdak senang dengan negara kami, pindah aja kenegra yg kamu suka, aku mohon jangan balik lagi",0
2025-02-18T15:41:09Z,@bambangendrawanto8985,Sana minggat gak usah balik....memang gua pikirin..,0
2025-02-18T15:41:05Z,@rifkimaulanarifaldi,Mau pahit ma pun manis tetap kita di Indonesia.,0
2025-02-18T15:40:54Z,@idiwidodosabari518,Nggk usah d nkri....bnyk koar2,1
2025-02-18T15:40:32Z,@AgungBudiarto-i7o,Bodo amat minggat aja gk usah koar&quot;,0
2025-02-18T15:39:05Z,@wiragoraify,Nggak perlu kabur  pindah negara saja nggak usah balik lg. itu malah bagus untuk meringankan beban sampah negara.,0
2025-02-18T15:37:54Z,@srikusumaningsih9270,JANGAAAANNN BAALIIIIIKKKKK‼️‼️‼️yang hati dan jiwanya bukan Indonesia. Jangan. Baliikkkk.....,0
2025-02-18T15:37:27Z,@SabarOno,Bongkoae neng negoro wong kono dasar penghinat nkri warisan kompeni,0
2025-02-18T15:36:45Z,@MuhammadRizky-wq8zc,Sebodoh amat Lo kan anak cengeng.. NKRI gak butuh orang orang macam elo,0
2025-02-18T15:35:10Z,@bahrulhidayat7111,"Tumben kamu bcr tinggal kn indonesia, , kabur saja di median biar bi<br>lihat kamu kabur rakyat, , uda keluar gk usa bnyk omong bro",0
2025-02-18T15:33:58Z,@MohamadTukul,Sebodoh bodoh y manusia adalah yg mau pindah ke luar negeri di sini bisa ngopi tertawa di depan rumah sama teman,0
2025-02-18T15:33:55Z,@satriyokresnoutomo9695,Orang2 seperti itu memang harus pergi dari indonesia,0
2025-02-18T15:32:24Z,@lusyofficialtim925,"Mau pakek istilah kabur aja dulu atau mmg maunkabur selamanya sok silahkan,asalkan klu ada masalah dgn dirimu jgn nangis2 minta bantuan dgn penerintah seperti yg byk terjadi,dan jg jgn libatkan negara klu kalian tersandung masalah ,aku jg pernah merantau di negara org 10 thn,tp sulit untuk menukar rasa cintaku terhadap merah putihku dgn yg lain.",0
2025-02-18T15:32:15Z,@ohslytherin94,"Ini yg bagus banget beritanya. Masalah finansial atau sistem pemerintahan, okelah masyarakat sangat berhak untuk memilih yg lebih baik. Tapi klo untuk masalah mental seperti video pertama tadi, ya jujur itu urusan individu. Gak usah di Indonesia, Amerika aja malah lebih banyak kasus mental healthnya. Untuk mas di Korsel, sorry klo ngomong tolong liat ke kamera soalnya pernah dengar dari psikolog klo ngomong mata2 kemana2 tuh artinya ragu2, bohong atau bingung. Jelas kan bahwa emang pindah ke LN tuh gak seenak dalam bayangan. Klo mo jadi keluar negeri, kayaknya udah dari dulu ada yg namanya TKI. Cari duit diluar buat hidup lebih baik tapi ntar balik lagi ke Indonesia. Banyak itu, dapet duit bangun rumah, segala macem. Lewat jalur LEGAL. Aman, klo ada apa2 Indonesia juga bisa bantu. Buktinya banyak yg kena kasus juga dibantu pemerintah. Makanya gue heran aja tagar &#39;kabur aja dulu&#39; ini apaan? Ibarat kayak bocil2 Gen Z bikin suatu gebrakan yg aslinya tuh udah banyak yg ngelakuin 😂 bedanya jaman dulu gak ada sosmed, sekarang sok2 an berasa keren. Emang bener kata mbaknya, klo mo ke LN tuh butuh modal skill, pengalaman, jangan asal kesono aja apalagi ilegal, ntar klo susah pemerintah juga yg diminta tolong. 😂 kan kocak kayak tawanan judol di Kamboja. Pemerintah dari dulu udah nyediain klo mo studi atau kerja di LN.",0
2025-02-18T15:32:00Z,@MohamadTukul,Bodoh amat,0
2025-02-18T15:31:20Z,@PakarudinUdin,"Orang2 ini berkomentar kelihatam betul bodohnya, kalau mau pergi ya pergi saja, orang indonesia sangat banyak dan bangga sebegsi bsngsa Indonesia",0
2025-02-18T15:30:15Z,@Ajis08-l1z,Sabar aja dulu<br>Sabar aja  dulu sabar aja dulu <br>Wong baru 100 hari,0
2025-02-18T15:29:52Z,@hariyanto6649,Apa apa.di pajakin ....kayak kompeni aja,0
2025-02-18T15:29:27Z,@johnyaejkt,"dulu... <br>udah mantognya, kapan datangnya pea",0
2025-02-18T15:29:07Z,@SumarnoMarno-e5t,Minggato.....,0
2025-02-18T15:28:50Z,@AcepSuryadi-c3s,Bodo amat mau kbur silahkn matipun klian alhmdlillah dgn mnusia2 ribet bgitu,0
2025-02-18T15:28:25Z,@mujionotaslim7645,"Kamu ngomong begitu karena kamu pemalas, kalau mau kabur aja jangan berdalih dasar pemalas hidup mau enaknya aja.",0
2025-02-18T15:27:53Z,@kundangisworo8233,"Yang bisa kabur kaburlah, karena memang punya jalan untuk Kabur, tapi sebaiknya ini negeri kita, seperti apa dulu perjuangan pendahulu kita mempertahankan negeri ini, seperti apapun kalau kita tidak bisa ikut memperbaiki keadaan setidaknya kita ikut menjaga tanah air, orang yang kabur kan banyak uangnya dan inginnya hidup enak.",0
2025-02-18T15:26:27Z,@ucihamadara5764,Bagus pergi saja dari indonesia SMKN bnyk SMKN bagus drpd ga ada manfaatnya untuk indonesia,0
2025-02-18T15:25:48Z,@kura2hitam,Semoga suatu saat mereka gk jilat ludah sendiri. Hidup beberapa tahun. Dn seituasi geopolitik dn berkembangnya ideologi2 aneh belekangan. Indonesia negri yg sangat saya cintai ini y jd negri yang pas atau tengah biasa2 aja. Gk buruk banget gk yg muluk banget. Standard hidup biasa2 aja dn peluang masih terbuka lebar karena masih negara berkembang. Sekian,0
2025-02-18T15:25:20Z,@NurAripin-yn9uv,Sampai matipun tetep indonesia,0
2025-02-18T15:25:05Z,@edwin8570,"Sedih melihat bangsa ini semua ada di sini para pejabat koruptor , ulama pemecah belah ummat , merasa ke sukuan (ras) yg paling hebat hukum semena mena ....komplit,  kata dokter sudah komplikasi sakitnya",0
2025-02-18T15:23:57Z,@mujionotaslim7645,"Kabur aja kalau mau kabur, mau mati dimana kek kamu emang kami pikirin, kalau mau kabur aja Sono jadi pengecut pemalas, hai saya tidak mati dan tidak lapar. Jadi nggak usah berkoar, kalau mau jadi pengecut .",0
2025-02-18T15:23:32Z,@henrysulistyo11,"Kabur aja sana, tapi jangan pernah kembali lagi apapun keadaan yg akan terjadi kepada keluarga kalian dn kalian. Hidup dn matilah di negara tempat kalian kabur. Dn tidak perlu lagi ada rasa cinta dn bangga kepada Indonesia kedepannya. Yg masih bertahan di Indonesia, tetap berfikir positif dn semangat. Gk cuma Indonesia yg mengalami gejolak ekonomi dll.",0
2025-02-18T15:23:17Z,@adednr,"Kalo kalian mau kabur, kabur aja sana",0
2025-02-18T15:22:48Z,@wiadi208,Yg kabur kabur dan merendahkan Indonesia...inget ga sih mereka sama pahlawan dan tokoh tokoh yang telah berjuang demi kemerdekaan Indonesia... Bahkan rakyat dahulu sungguh menanggung penderitaan yg lebih berat..kelaparan dll...kalau sekarang ada masalah misal Indonesia buruk dari sudut pandang mereka... trus milih kabur dimana rasa nasionalisme mereka ...perbaiki sama sama kalau ada yg ga beres...pindah jadi warga negara asing melepas kewarganegaraan belom tentu hidup lebih baik...,0
2025-02-18T15:21:58Z,@Momojinro,"Maka ,y jngn dikit&quot; demo  beljar yng bener",0
2025-02-18T15:21:50Z,@srihastutiwidiyati3517,Lg sp yg mau terima elo..g rugi Indonesia g ad lo..masih bnyk orang Indo yg berpotensi baik,0
2025-02-18T15:21:47Z,@ekopranowo4947,Gak usah balik aja silahkan kabur kalau gak punya bekal yg cukup mau sengsara lho,0
2025-02-18T15:20:17Z,@HarryHaryono-m2e,"HANYA ORANG CEMEN LIBERALIS YANG SETUJU DENGAN TAGAR INI, ORANG YANG CUMAK MAU SENANGNYA DOANG, PENGIN BEBAS SEBEBAS2NYA.<br>INI TIDAK ADA BEDANYA DENGAN ORANG2 ISRAEL PENGKHIANAT!!!!!!<br>SAAT NEGARA SEDANG &quot;TIDAK BAIK2 SAJA&quot; DAN MEMBUTUHKAN SOLUSI, MEREKA PADA KABUR!!!!!!!<br>BERANI TARUHAN, SAAT NEGERI KITA NANTI AKAN AMAN DAN SEJAHTERA, MEREKA AKAN MENGEMIS2 UBTUK BISA KEMBALI KE TANAH AIRNYA!!!!!!!!",0
2025-02-18T15:19:48Z,@finotjs2950,"CNN, hati2 dengan dia. Orang² bule bangga hidup di Indonesia. Tidak bersyukur",0
2025-02-18T15:18:53Z,@Momojinro,Bagus lah sonoh pergi,0
2025-02-18T15:18:10Z,@SyailendraMahardikaCyruz,ga ngaruh ga balik juga coy.. siapa elu,0
2025-02-18T15:18:04Z,@SlametRiyadi-nc5ss,"<b><i>Catat tuh si toxic yang katanya  gak mau balik, kalo balik kita lempar ke gandang buaya.</i></b>",0
2025-02-18T15:17:45Z,@tekat1235,Kabur itu merupakan penghianatan dan jongos penjajah silahkan kabur dari pada sbg duri,0
2025-02-18T15:17:12Z,@JohnLatu-i6s,"Yg mau kabur, ya pergi Sono. Dan mohon bawa jg semua keluargamu. Dan gak usah kembali LG. Mau hidup enak, kesorga Sono. Kabur aja dulu, emang apa yg SDH kalian sumbang u NKRI????? JANGAN TANYA APA YG NEGARA BERIKAN PADAMU,.<br>TANYALAH APA YG SDH KAU BERIKAN UNTUK NEGARAMU.",0
2025-02-18T15:16:47Z,@isnardisupratman9420,kabur aja gpp kamu itu penghianat bangsa lo mau kabur silahka...,0
2025-02-18T15:16:32Z,@Benzdanpo,Ada apa ini kenapa kenapa,0
2025-02-18T15:15:34Z,@JajatSud-v2v,Saya cinta indonesia 🇮🇩♥️🌹akan tetap di indonesia tanah airku  yang mau cari kerja silahkan itu hak kehidupan seseorang,0
2025-02-18T15:15:06Z,@Sudihardi-bu5hm,klu mau pergi dari indonesia silakan jangan koar koar. saya bangga jadi bangsa indonesia nkri arga mati.merdeka❤❤❤,0
2025-02-18T15:14:39Z,@purwopurwanto2048,Gaji kecil tdk sebanding  dgn barang &quot; naik,0
2025-02-18T15:14:36Z,@isroni9178,"KALIAN IMIGRAN JGN BALIK KAMI RAKYAT GAK BUTUH KALIAN MENTAL PEMALAS,,, KAMI RAKYAT DESA MAMPUH BERSAING KAMI PUNYA MOBIL,PUNYA MOTOR, PUNYA RUMAH , PUNYA LAHAN, PADAHAL KAMI MODAL NEKAT DAN KERJA KERAS, AKHIR NYA KAMI BERHASIL DAN ANAK BERPENDIDIKAN SEMUA,, BEDAH DGN KALIAN MENTAL JONGOS MALAS KERJA SENANG DEMO BUAT CARI NASI BUNGKUS PASTI TIDAK MAMPUH BERSAING,, KALIAN KABUR JGN PERNAH KEMBALI BIAR KAMI RAKYAT DESA  BERANI HIDUP ,,,",0
2025-02-18T15:14:22Z,@sidikmuhamad2149,Ngak usah balik ke indonesia...sono aja..kalo kalian di indonesia adanya ngabisin beras...ngak ada manfaat sama sekali..paling demo..😂😂😂😂😂,0
2025-02-18T15:13:16Z,@MasanahWisna,"Biar aja mereka kabur dan pindah warga negara ,jadi kita tau mana orang yg bener tulus cinta tanah air mana yg cuma pura pura cinta. Ingat bung lusuhnya kain bendera dihalaman rumah kita,bukan satu alasan untuk kita tinggalkan",0
2025-02-18T15:13:13Z,@albtbara3267,"YANG MAU KELUAR DARI INDONESIA , SILAHKAN .... DAN JANGAN PULANG LAGI. KALIAN PENGHIANAT BANGSA.",0
2025-02-18T15:12:30Z,@norhashidimohamadnor8497,dalam negeri sendiri pun sudah ditipu 😂😂😂,0
2025-02-18T15:11:14Z,@trissutrisman3492,Minggat dan nyingkir dari.tanah indonesia.tanah Indonesia hanya buat orang² yg tahu diri.,0
2025-02-18T15:11:11Z,@KarimaHusna-m3o,Orang lain sj mw naturisasi ind surga dunia,0
2025-02-18T15:10:44Z,@DiyanaDiyani,"Indonesia harga mati,mau kabur ,kabur aje sono",0
2025-02-18T15:10:29Z,@IputuSudiksa,"Pindah pindah aja sana emang negara akan susah, malah lebih baik tidak ada orang orang tidak nasionalis kayak kalian",0
2025-02-18T15:10:28Z,@sudaryantomentorejo6669,"Bacot kang di Amerika ente juga jadi kroco, ente ngak balik juga ngak masalah ngak ngaruh kali, ngak usah bikin kericuan toh ngak ada kontribusi nyata buat kesejahteraan indonesia, kerja di luar negeri pasti jadi migran gelap silap silap ente maduk bui di LN.",0
2025-02-18T15:09:46Z,@bimo.688,REALITA RAKYAT MENDERITA 😢😢,1
2025-02-18T15:08:51Z,@lizpudjilestari9111,Ga balik indonesia juga ga rugi ato nyariin km mas .wes jgn pdbalik,0
2025-02-18T15:07:22Z,@MuhaiminAgs,Yah mau kabur saja tidak usah banyak komen itung2 untuk ngurangi penduduk say juga senang udah kabur saja dari pada buat gaduh imang pikirin itu hak lu sendiri.apa yg di banggakan untukmu.hai kabur Sono emang di dukung kabu cepat.,0
2025-02-18T15:05:56Z,@notonegoro4789,Kabur aj sana ....masih bnx kok pemuda - pemudi yg betah di NKRI....egk ad yg ngelarang...,0
2025-02-18T15:05:07Z,@HeriIrawan-i2h,"Itu pendapat dan hak masing orang,.. itu utk orang yg sombong dgn dirinya yg merasa lebih dan minta utk dilayani,...namun  semua itu. Hanya barlaku buat yg berkantong tebal,...tapi jika punya uang pas pasan indonesia adalah negara terbaik,...yg sangat mudah utk hidup,....dgn berjualan pun bisa merasakan bahagia,....harta bukan jaminan utk bahagia,...tapi jika bersyukur dan tau arti tanah leluhur,...kayaknya hal itu jauh",0
2025-02-18T15:04:56Z,@BagasFadilah-n1z,"Tidak usah berbicara panjang lebar,semua ini adalah ulah para KORUPTOR yg merajalela,merekalah yg membuat rakyat menderita.<br>Mereka juga HAMA di dalam pemerintahan,mereka juga penghianat negara,mereka juga yg membuat negara miskin dan tidak maju-maju😂😂😂😂<br>KORUPTOR di negara ini sudah sangat merata di seluruh indonesia,solusinya hukum MATI.",0
2025-02-18T15:02:50Z,@QhashidahQhashidah,Sama kalau balik Indonesia untuk libur tapi paling 10 hari Sy tinggal di Malaysia enak .gak mau balik Indonesia.,0
2025-02-18T15:02:07Z,@BabahDitoker,Alhmdulillah.yg mau pindah silahkan.mengurangi penduduk.😅,0
2025-02-18T15:01:07Z,@ferizgian2598,"Selama batas usia max 25 tahun buat pelamar kerja, maka kn sngat sulit buat cari pekerjaan di Indonesia",0
2025-02-18T15:00:18Z,@yo123z,"ingin ekonomi lebih baik sah sah saja , dimanapun kalian berusaha mendapatkannya, tetapi nkri tetap harus Ada di hati , Cinta nkri harga mati, mungkin nkri tidak dapat memberi kepuasan bagi kalian semua , tetapi syukurilah negara nkri masih bertahan tanpa adanya perang seperti negara lain",0
2025-02-18T14:59:40Z,@fauzanArizalAbdillah-uw2ld,ciri2 sdm rendah ya kabur ..karena ketidak mampuan dalam berpikir dan membangun..tetangga2 saya yg dulunya di kategorikan miskin dan sekolah hanya sampai SD yg rumahnya bilik bambu sekarang memiliki rumah 2 mewah dan mampu menviptakan lapangan kerja buat warga boleh di katakan milyarder.bukan 1 ato 2 org..anak muda saja mampu biat rumah kendaraan layak dan punya karyawan dgn otak bisnisnya padahal sekolahpun rata2 smp.itulah realita .padahal saya berada di kampung terpencil..itulah perbedaan dalam pola berfikir..,0
2025-02-18T14:59:25Z,@fakturrohman3678,Yg penting NYALI bos&#39; bukan kayak mahasiswa pinter ngoceh Ama teriak2 doang gak berani hadapi ke nyataan,0
2025-02-18T14:58:50Z,@HsnsIool-y8d,Minggat saja dan gk usah kembali !!!,0
2025-02-18T14:58:37Z,@johnnytarumaselej8114,Gak usah Balik lagi kau.....!&quot; enyakah sampah2  spt ini !&quot;,0
2025-02-18T14:58:21Z,@tugiyono1138,"Nah kalau kabur dulu, bila tak mempunyai kopetensi dan etos kerja yang baik ya jadi jongos.",0
2025-02-18T14:58:03Z,@solehandrian4144,Jangan sampai mereka balik ke indo please,0
2025-02-18T14:57:39Z,@ZulkarnaenPutra-mj5pz,Kamu pergi dak usah datang ke negara saya,0
2025-02-18T14:56:18Z,@yudiawaludin5941,Gue 18thn kerja d Amrik dan selalu ingin pulang kampung ❤❤❤...Orang yg lebih suka memilih Luar negri adalah mereka yg kalah bersaing dan gak mampu meraih sukses d Negri sendiri..sehingga menyalahkan  kondisi dan situasi dalam negri...,0
2025-02-18T14:55:16Z,@julisusanto6842,"Yang mau kabur dari Indonesia,secepatnya ENYAHLAH dari Indonesia !!!",0
2025-02-18T14:55:00Z,@ZainonTifah,"Jangan datang keMalaysia,Pergi kerja kenegara Arab Saud,Tiongkok,Cina,Jepun,kalau mahu kabur kerja.",0
2025-02-18T14:54:24Z,@jonotub,Yang buat bagar itu sok gaya,0
2025-02-18T14:53:35Z,@vivousery21s26,Tu makanya punya usaha sendiri... Jangan mau jadi kuli ato kerja sama pihak lain<br>Biarpun di luar negeri klo masih jadi pekerja<br>Bagusan dalam negeri punya usaha sendiri...,0
2025-02-18T14:53:00Z,@HeruIswantiro,NKRI 🇮🇩 harga mati 💪💪❤️🇮🇩,0
2025-02-18T14:53:00Z,@HeriNursito,Mau mati di mana saja  gak ngaruh emang Lo siapa,0
2025-02-18T14:52:12Z,@mamunmustopa-p6n,Silahkan loe minggat dr NKRI.. GA PENTING ORANG MODEL LOE2 ADA DI INDONESIA..,0
2025-02-18T14:51:41Z,@NiKomangicih,Hidup mati tetap di indonesia.... 💪💪,0
2025-02-18T14:51:07Z,@OtibHidayat2010,Klw lo mau kabur kabur aj <br>Kalau perlu urus surat keluarganya keluar dari Indonesia.. Lo siapa..,0
2025-02-18T14:50:07Z,@qomarudine6102,Kalau ada yg spt itu lumayan bisa ngurangi kepadatan penduduk dan mengurangi beban negara..🤪🤪,0
2025-02-18T14:49:44Z,@ruanghati01,"Kabur aj, mental bebek😅",0
2025-02-18T14:49:36Z,@muhamadaminudin4030,Bodoh amatt,0
2025-02-18T14:48:45Z,@SamuelWiyono-jk8le,Saya PERCAYA Negara INDONESIA msh sgt lebih BAIK dibandingkan negara2 lain. Saya CINTA NKRI apapun yg terjadi. Justru generasi2 muda saatnya inovatif &amp; kreatif lg tuk membantu naikkan daya beli atau ekonomi indonesia.<br>Generasi muda Indonesia PANTANG MENYERAH. Sdh seharusnya berkarya untuk kemajuan bangsa Indonesia.,0
2025-02-18T14:47:37Z,@ArifinNoor-f8r,"Dh kabur z sana sekrg juga,, jgn balik lg k RI",0
2025-02-18T14:47:23Z,@SugandaKtm,"Mau kabur sih kabur aja,saya tetap bagai manapun tanah kelahiranku, masih banyak kerjaan d indo lahan masih banyak yg kosong bodoh kau ini.",0
2025-02-18T14:46:55Z,@AriJUAri-xr5uh,Sebaiknya jadi bangkai asing bro. Indonesia tak bituk kau,0
2025-02-18T14:46:47Z,@SiskaMariska-f2t,"Tidak kuat tinggal diindonesia tpi sombong amat , pdhl lemah",0
2025-02-18T14:46:15Z,@tarbiialalabi7905,Silakan pergi gak usah balik,0
2025-02-18T14:45:29Z,@agushilmankeisha2586,Ga ada yang larang sana pindah aja lebih susah diluar😂,0
2025-02-18T14:45:10Z,@pondokangarislurus425,Ngapain tinggal di negara yg tidak menghargai tenaga rakyatnya,0
2025-02-18T14:44:59Z,@SamuelWiyono-jk8le,"Secara umum, hampir smw negara di dunia ini mengalami KRISIS, rata2 daya beli masyarakat dunia sdg turun. Intinya HIDUP di INDONESIA msh lbh baik, meskipun dihadapkan dgn berbagai masalah ekonomi. Ingat, biaya kebutuhan hidup juga TINGGI ( MAHAL ) di negara2 lain.",0
2025-02-18T14:42:47Z,@Parji-ru9bv,"aku ingin mati di jogja, minimal tetangga ada yang mengurusi.",1
2025-02-18T14:42:27Z,@MohRidwan-p5p,kalau yang mau pergi ya gk pp gk akan ngruh ...pling cuma segelintir orng sja gak akan ngruh,0
2025-02-18T14:41:30Z,@KluargaBpjs,"Saya doakan yang pingin pindah biar cepet pindah dari indonesia,biar gak terlalu banyak di indonesia,saya seneng dengernya mau pada pindah",2
2025-02-18T14:40:41Z,@drelyani7939,"Jgn ngomong tapi buktikan ,kami tak nangis dan tak merasah kehilangan sama sekali ,SIAPA Loo di negeri ini , ,kalau Bos pripot mungkin sedih  ,kabur saka silakan kami tak butuh loo loo nyali Ayam sayur Belagu ,paling disana kerja kasar ,,bkn Menejer",0
2025-02-18T14:40:13Z,@RudhiAmbon,Nggak mau jadi WNI ya nggak apa2....itu urusanmu dewe . Kalo aku apapun keadaannya ya tak syukuri saja.,0
2025-02-18T14:40:08Z,@monyethutan2448,bukan tempat orag baik dan jujur yang berpikiran maju,0
2025-02-18T14:39:56Z,@SutiknoSky,Gak ngaruh. Kalian mau mati dimana. Terserah emang gue pikirin. Adanya anda atau tiada nya anda itu sama saja. Kecuali kalau anda itu berprestasi dan mengharumkan nama bangsa.,0
2025-02-18T14:39:42Z,@SelametHariadi-g1u,"Jangan sok sama tanah air bro suatu saat  anda rindu dan ingin pulang, kesuksesan diluar sana tidak ada artinya kalo anda gak pulang, karna gak ada yg tahu😂😂😂",0
2025-02-18T14:39:21Z,@TerongPeot-q7q,👍👍👍😁🤣,0
2025-02-18T14:38:29Z,@arifbokir-w7p,Saya bangga jadi orang nkri <br>Saya bukan orang gampang mengeluh karna itu diajarkan di agama saya,0
2025-02-18T14:38:00Z,@SitiJamilah-fu2xf,Gak uash balik Indonesia gak butuh manusia seperti kalian,0
2025-02-18T14:37:15Z,@kusirkereta8238,kamu tdk mau mati menjadi orang indonesia gpp. malah bagus... sekalian semua mahluq yg type nya seperti mu silahkan kabur. suatu waktu nanti jika ingin kembali ke indonesia silahkan berpikir 1000x,0
2025-02-18T14:37:09Z,@PyabowoDemoy,Kamu mau mati secara yahudi pun indonesia tdk ada ruginya,0
2025-02-18T14:36:40Z,@siabah5791,Yg ingin minggat harus cepat² <br>Dan jangan kembali,0
2025-02-18T14:36:39Z,@samarindaseberang-q8o,Yang tidak mau mati sebagai orang indonesia segera tinggalkan indonesia apalagi tampangnya memang kayak orang luar indonesia.,0
2025-02-18T14:36:03Z,@memorycellular8497,"Terserah mau balik apa tdk itu urusan lu,penduduk indonesia masih banyak,yg penting kita selalu bersyukur   krn masih bisa makan,harta tdk di bawah mati.",0
2025-02-18T14:35:00Z,@rizkiyani3909,Pemerith persiden tnton kluwan rakyat jngn politik terus lourusin,0
2025-02-18T14:34:58Z,@marinamarun8803,skalian saja jadi orang sono kiya tidak butuh orang bermntal banci kaya gitu.,0
2025-02-18T14:33:34Z,@DewiKurniati-s9n,Apa benar yg bikin tagar Itu punya Darah Indonesia????????.orang indonesia itu pejuang.,0
